strategy_id,account,firm,drawdown_type,risk_model,daily_rules,pass_probability,blowup_probability,timeout_probability,consistency_breach_rate,median_days_to_pass,median_end_balance,first_payout_probability,blowup_before_payout_probability,median_days_to_payout,prop_score,cert_ok,cert_fails,main_failure_reason
vwap_mean_reversion_M15_filters[0].max_z=2.0,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_50,max2,0.4,0.0,0.6,0.375,24.0,51956.18,0.86,0.0,14.0,0.785,False,consistency_breach=37.50% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=2.0,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_100,stop_l2,0.42,0.0,0.58,0.5952,18.5,50997.61,0.88,0.0,13.5,0.785,False,consistency_breach=59.52% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=2.0,mffu_50k,MyFundedFutures,intraday_trailing,pct_dd_buffer_2pct,none,0.49,0.12,0.39,0.4286,23.0,52339.03,0.88,0.05,10.0,0.783,False,consistency_breach=42.86% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,micro_1,stop_w1,0.6,0.34,0.06,0.0333,28.5,53036.55,0.85,0.15,11.0,0.781,False,blowup_prob=34.00% > 15%,trailing_dd_eod
exhaustion_reversal_M15_filters[0].min=0.6,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,stop_w1,0.66,0.29,0.05,0.4848,13.5,53255.83,0.84,0.16,6.0,0.781,False,blowup_prob=29.00% > 15%; consistency_breach=48.48% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=2.0,generic_static_50k,Generic,static,micro_1,none,0.58,0.27,0.15,0.2069,24.0,53079.42,0.85,0.13,11.0,0.78,False,blowup_prob=27.00% > 15%; consistency_breach=20.69% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,dollar_risk_50,stop_w1,0.6,0.34,0.06,0.05,27.5,53039.3,0.85,0.15,11.0,0.778,False,blowup_prob=34.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,dollar_risk_50,stop_w1,0.59,0.31,0.1,0.0169,29.0,53059.98,0.81,0.19,10.0,0.775,False,blowup_prob=31.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.0,generic_static_50k,Generic,static,pct_dd_buffer_2pct,none,0.57,0.26,0.17,0.2281,25.0,53070.61,0.85,0.14,13.0,0.774,False,blowup_prob=26.00% > 15%; consistency_breach=22.81% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.0,generic_static_50k,Generic,static,dollar_risk_100,none,0.55,0.24,0.21,0.2182,26.0,53057.69,0.85,0.15,13.0,0.771,False,blowup_prob=24.00% > 15%; consistency_breach=21.82% > 15%,max_loss_static
exhaustion_reversal_M15_filters[0].min=0.6,generic_static_50k,Generic,static,reduce_after_loss,stop_w1,0.67,0.32,0.01,0.3731,14.0,53277.25,0.8,0.2,9.0,0.771,False,blowup_prob=32.00% > 15%; consistency_breach=37.31% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,pct_dd_buffer_2pct,stop_w1,0.58,0.31,0.11,0.0172,28.5,53043.48,0.81,0.19,10.0,0.765,False,blowup_prob=31.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,pct_dd_buffer_2pct,stop_w1,0.59,0.35,0.06,0.0508,27.0,53034.09,0.85,0.15,11.0,0.761,False,blowup_prob=35.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,dollar_risk_50,stop_w1,0.54,0.32,0.14,0.0,33.5,53046.25,0.88,0.12,13.0,0.756,False,blowup_prob=32.00% > 15%; median_days=33.5 > 30,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=2.0,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_50,dp500_dl300,0.34,0.0,0.66,0.0882,25.5,51416.84,0.83,0.0,11.0,0.746,False,pass_prob=34.00% < 35%,none
vwap_mean_reversion_M15_filters[0].max_z=2.0,generic_static_50k,Generic,static,dollar_risk_50,none,0.55,0.28,0.17,0.2364,23.0,53055.91,0.85,0.14,13.0,0.74,False,blowup_prob=28.00% > 15%; consistency_breach=23.64% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,micro_1,none,0.43,0.09,0.48,0.2093,25.0,51343.25,0.79,0.08,10.0,0.735,False,consistency_breach=20.93% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_50,none,0.43,0.09,0.48,0.2093,25.0,51291.96,0.79,0.08,10.0,0.735,False,consistency_breach=20.93% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,pct_dd_buffer_2pct,none,0.43,0.09,0.48,0.2093,25.0,51283.8,0.79,0.08,11.0,0.735,False,consistency_breach=20.93% > 15%,daily_loss
exhaustion_reversal_M15_filters[0].min=0.6,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,ny_only_max2,0.53,0.18,0.29,0.4906,16.0,53040.33,0.8,0.12,9.5,0.726,False,blowup_prob=18.00% > 15%; consistency_breach=49.06% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=2.0,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_100,dp500_dl300,0.32,0.0,0.68,0.125,21.0,51076.51,0.83,0.0,13.0,0.723,False,pass_prob=32.00% < 35%,none
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,dollar_risk_100,stop_w1,0.52,0.34,0.14,0.0,34.0,53006.82,0.88,0.12,12.0,0.722,False,blowup_prob=34.00% > 15%; median_days=34.0 > 30,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=2.0,generic_static_50k,Generic,static,micro_1,stop_l2,0.54,0.27,0.19,0.1852,27.5,53066.23,0.8,0.18,11.5,0.721,False,blowup_prob=27.00% > 15%; consistency_breach=18.52% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,pct_dd_buffer_2pct,none,0.4,0.09,0.51,0.275,23.5,50954.52,0.83,0.07,8.0,0.719,False,consistency_breach=27.50% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=2.0,mffu_50k,MyFundedFutures,intraday_trailing,pct_dd_buffer_2pct,dp500_dl300,0.31,0.0,0.69,0.0645,21.0,51053.38,0.83,0.0,10.0,0.719,False,pass_prob=31.00% < 35%,none
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_50,none,0.4,0.09,0.51,0.275,23.5,51161.21,0.82,0.07,8.0,0.714,False,consistency_breach=27.50% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=2.0,generic_static_50k,Generic,static,pct_dd_buffer_2pct,stop_l2,0.52,0.26,0.22,0.1923,24.5,53030.18,0.8,0.19,12.0,0.708,False,blowup_prob=26.00% > 15%; consistency_breach=19.23% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,dollar_risk_100,stop_w1,0.56,0.35,0.09,0.0179,29.5,53020.03,0.79,0.21,10.0,0.707,False,blowup_prob=35.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_100,none,0.4,0.09,0.51,0.225,24.5,51059.3,0.79,0.08,13.0,0.705,False,consistency_breach=22.50% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,micro_1,none,0.38,0.09,0.53,0.2632,23.5,51191.06,0.83,0.07,8.0,0.702,False,consistency_breach=26.32% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=2.0,generic_static_50k,Generic,static,dollar_risk_50,stop_l2,0.51,0.26,0.23,0.2157,21.0,53037.21,0.8,0.19,12.0,0.695,False,blowup_prob=26.00% > 15%; consistency_breach=21.57% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.0,generic_static_50k,Generic,static,dollar_risk_100,stop_l2,0.51,0.27,0.22,0.1961,24.0,53016.43,0.8,0.19,12.0,0.691,False,blowup_prob=27.00% > 15%; consistency_breach=19.61% > 15%,max_loss_static
exhaustion_reversal_M15_filters[0].min=0.6,topstep_50k,Topstep,eod_trailing,pct_dd_buffer_2pct,ny_only_max2,0.52,0.35,0.13,0.0,26.0,53011.27,0.83,0.16,12.0,0.69,False,blowup_prob=35.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_100,none,0.37,0.09,0.54,0.2162,24.0,51188.54,0.81,0.07,8.0,0.688,False,consistency_breach=21.62% > 15%,daily_loss
exhaustion_reversal_M15_filters[0].min=0.6,topstep_50k,Topstep,eod_trailing,micro_1,ny_only_max2,0.52,0.36,0.12,0.0,26.0,53013.01,0.83,0.16,12.0,0.683,False,blowup_prob=36.00% > 15%,trailing_dd_eod
exhaustion_reversal_M15_filters[0].min=0.6,topstep_50k,Topstep,eod_trailing,dollar_risk_50,ny_only_max2,0.52,0.36,0.12,0.0,26.0,53003.44,0.83,0.16,12.0,0.683,False,blowup_prob=36.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,dollar_risk_100,stop_w1,0.53,0.38,0.09,0.0377,23.0,53013.47,0.84,0.16,12.5,0.678,False,blowup_prob=38.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,pct_dd_buffer_2pct,max2,0.35,0.0,0.65,0.4,20.0,50394.33,0.74,0.0,9.0,0.678,False,consistency_breach=40.00% > 15%,none
exhaustion_reversal_M15_filters[0].min=0.6,topstep_50k,Topstep,eod_trailing,dollar_risk_100,ny_only_max2,0.51,0.36,0.13,0.0,26.0,53062.21,0.82,0.16,12.5,0.668,False,blowup_prob=36.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,micro_1,max2,0.32,0.0,0.68,0.4062,20.0,50593.51,0.77,0.0,9.0,0.666,False,pass_prob=32.00% < 35%; consistency_breach=40.62% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=2.0,generic_static_50k,Generic,static,micro_1,ny_only_max2,0.37,0.12,0.51,0.1892,28.0,51658.21,0.79,0.07,19.0,0.66,False,consistency_breach=18.92% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.0,generic_static_50k,Generic,static,pct_dd_buffer_2pct,ny_only_max2,0.37,0.12,0.51,0.1622,27.0,51634.6,0.78,0.07,16.5,0.658,False,consistency_breach=16.22% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_50,max2,0.32,0.0,0.68,0.4062,20.0,50601.83,0.75,0.0,9.0,0.656,False,pass_prob=32.00% < 35%; consistency_breach=40.62% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=2.0,generic_static_50k,Generic,static,dollar_risk_50,ny_only_max2,0.37,0.13,0.5,0.1622,28.0,51642.28,0.79,0.07,17.0,0.656,False,consistency_breach=16.22% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_100,max2,0.31,0.0,0.69,0.3871,19.0,50340.59,0.74,0.0,9.0,0.644,False,pass_prob=31.00% < 35%; consistency_breach=38.71% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,pct_dd_buffer_2pct,none,0.5,0.3,0.2,0.12,23.5,52751.8,0.74,0.25,10.0,0.642,False,blowup_prob=30.00% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.0,generic_static_50k,Generic,static,dollar_risk_50,dp500_dl300,0.41,0.25,0.34,0.0,29.0,51367.25,0.81,0.16,12.0,0.64,False,blowup_prob=25.00% > 15%,max_loss_static
exhaustion_reversal_M15_filters[0].min=0.6,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,max2,0.46,0.28,0.26,0.2174,18.0,51706.02,0.81,0.13,7.0,0.639,False,blowup_prob=28.00% > 15%; consistency_breach=21.74% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=2.0,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_50,ny_only_max2,0.27,0.0,0.73,0.4074,23.0,50804.66,0.8,0.0,16.5,0.637,False,pass_prob=27.00% < 35%; consistency_breach=40.74% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=2.0,generic_static_50k,Generic,static,micro_1,dp500_dl300,0.43,0.27,0.3,0.0,33.0,51526.93,0.79,0.17,11.0,0.636,False,blowup_prob=27.00% > 15%; median_days=33.0 > 30,max_loss_static
exhaustion_reversal_M15_filters[0].min=0.6,topstep_50k,Topstep,eod_trailing,dollar_risk_100,dp500_dl300,0.56,0.42,0.02,0.0357,18.0,53041.92,0.75,0.25,9.0,0.635,False,blowup_prob=42.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.0,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_100,ny_only_max2,0.27,0.0,0.73,0.4074,24.0,50721.86,0.79,0.0,16.0,0.632,False,pass_prob=27.00% < 35%; consistency_breach=40.74% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=2.0,mffu_50k,MyFundedFutures,intraday_trailing,pct_dd_buffer_2pct,ny_only_max2,0.27,0.0,0.73,0.4074,23.0,50708.23,0.79,0.0,16.0,0.632,False,pass_prob=27.00% < 35%; consistency_breach=40.74% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,micro_1,none,0.49,0.3,0.21,0.102,25.0,52040.93,0.73,0.26,10.0,0.63,False,blowup_prob=30.00% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.0,generic_static_50k,Generic,static,pct_dd_buffer_2pct,dp500_dl300,0.41,0.26,0.33,0.0,32.0,51316.23,0.8,0.17,10.5,0.628,False,blowup_prob=26.00% > 15%; median_days=32.0 > 30,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,micro_1,max2,0.28,0.0,0.72,0.4643,24.0,50427.11,0.77,0.0,16.0,0.626,False,pass_prob=28.00% < 35%; consistency_breach=46.43% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_50,max2,0.28,0.0,0.72,0.4643,24.0,50376.57,0.77,0.0,16.0,0.626,False,pass_prob=28.00% < 35%; consistency_breach=46.43% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,dollar_risk_50,none,0.49,0.31,0.2,0.102,25.0,52724.58,0.73,0.26,10.0,0.623,False,blowup_prob=31.00% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.0,mffu_50k,MyFundedFutures,intraday_trailing,micro_1,ny_only_max2,0.26,0.0,0.74,0.4615,23.0,50853.82,0.79,0.0,16.0,0.619,False,pass_prob=26.00% < 35%; consistency_breach=46.15% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,pct_dd_buffer_2pct,max2,0.27,0.0,0.73,0.4815,21.0,50446.29,0.77,0.0,16.0,0.616,False,pass_prob=27.00% < 35%; consistency_breach=48.15% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,micro_1,none,0.49,0.36,0.15,0.102,28.0,52577.79,0.78,0.19,13.0,0.613,False,blowup_prob=36.00% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_100,max2,0.27,0.0,0.73,0.4815,19.0,50274.22,0.76,0.0,16.0,0.611,False,pass_prob=27.00% < 35%; consistency_breach=48.15% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,micro_1,dp500_dl300,0.26,0.0,0.74,0.2692,18.5,50111.73,0.73,0.0,12.0,0.604,False,pass_prob=26.00% < 35%; consistency_breach=26.92% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_50,dp500_dl300,0.26,0.0,0.74,0.2692,18.5,50059.54,0.73,0.0,12.0,0.604,False,pass_prob=26.00% < 35%; consistency_breach=26.92% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,dollar_risk_50,none,0.48,0.35,0.17,0.1458,29.0,51970.54,0.77,0.19,14.0,0.599,False,blowup_prob=35.00% > 15%,max_loss_static
exhaustion_reversal_M15_filters[0].min=0.6,topstep_50k,Topstep,eod_trailing,pct_dd_buffer_2pct,stop_l2,0.53,0.43,0.04,0.0,26.0,53006.05,0.74,0.26,9.0,0.599,False,blowup_prob=43.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,pct_dd_buffer_2pct,none,0.47,0.35,0.18,0.1277,25.0,51366.26,0.78,0.19,13.0,0.597,False,blowup_prob=35.00% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,reduce_after_loss,stop_w1,0.53,0.39,0.08,0.1887,19.0,53020.94,0.74,0.26,9.0,0.597,False,blowup_prob=39.00% > 15%; consistency_breach=18.87% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=2.0,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,max2,0.44,0.21,0.35,0.6818,15.0,51362.3,0.78,0.14,9.0,0.593,False,blowup_prob=21.00% > 15%; consistency_breach=68.18% > 15%,daily_loss
exhaustion_reversal_M15_filters[0].min=0.6,topstep_50k,Topstep,eod_trailing,dollar_risk_100,stop_l2,0.53,0.43,0.04,0.0189,24.0,53015.09,0.73,0.27,8.0,0.591,False,blowup_prob=43.00% > 15%,trailing_dd_eod
exhaustion_reversal_M15_filters[0].min=0.6,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,none,0.48,0.33,0.19,0.375,15.5,52354.0,0.79,0.18,6.0,0.59,False,blowup_prob=33.00% > 15%; consistency_breach=37.50% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,reduce_after_loss,stop_w1,0.52,0.42,0.06,0.3077,15.0,53022.45,0.82,0.18,9.0,0.588,False,blowup_prob=42.00% > 15%; consistency_breach=30.77% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,pct_dd_buffer_2pct,dp500_dl300,0.25,0.0,0.75,0.32,17.0,50118.36,0.72,0.0,12.0,0.586,False,pass_prob=25.00% < 35%; consistency_breach=32.00% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=2.0,generic_static_50k,Generic,static,dollar_risk_100,dp500_dl300,0.4,0.3,0.3,0.0,32.0,51257.75,0.79,0.17,14.0,0.585,False,blowup_prob=30.00% > 15%; median_days=32.0 > 30,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,reduce_after_loss,stop_w1,0.52,0.45,0.03,0.0962,20.0,53040.48,0.78,0.22,8.0,0.58,False,blowup_prob=45.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,micro_1,stop_l2,0.26,0.0,0.74,0.2308,21.0,48894.06,0.67,0.0,14.0,0.577,False,pass_prob=26.00% < 35%; consistency_breach=23.08% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_50,stop_l2,0.26,0.0,0.74,0.2308,21.0,48855.76,0.67,0.0,14.0,0.577,False,pass_prob=26.00% < 35%; consistency_breach=23.08% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,dollar_risk_100,none,0.47,0.36,0.17,0.1277,25.0,50796.84,0.75,0.24,14.0,0.575,False,blowup_prob=36.00% > 15%,max_loss_static
exhaustion_reversal_M15_filters[0].min=0.6,topstep_50k,Topstep,eod_trailing,dollar_risk_50,stop_l2,0.51,0.44,0.05,0.0,26.0,53000.31,0.74,0.26,9.0,0.572,False,blowup_prob=44.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,pct_dd_buffer_2pct,stop_l2,0.25,0.0,0.75,0.32,21.0,49409.21,0.69,0.0,14.0,0.571,False,pass_prob=25.00% < 35%; consistency_breach=32.00% > 15%,none
exhaustion_reversal_M15_filters[0].min=0.6,generic_static_50k,Generic,static,reduce_after_loss,ny_only_max2,0.53,0.39,0.08,0.3585,18.0,53026.14,0.74,0.24,12.5,0.57,False,blowup_prob=39.00% > 15%; consistency_breach=35.85% > 15%,max_loss_static
exhaustion_reversal_M15_filters[0].min=0.6,generic_static_50k,Generic,static,reduce_after_loss,none,0.54,0.44,0.02,0.1111,24.0,53077.08,0.71,0.29,9.0,0.569,False,blowup_prob=44.00% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,dollar_risk_100,none,0.46,0.34,0.2,0.087,28.0,51961.98,0.71,0.26,10.0,0.565,False,blowup_prob=34.00% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_50,stop_l2,0.25,0.0,0.75,0.28,20.0,49822.82,0.67,0.0,13.0,0.564,False,pass_prob=25.00% < 35%; consistency_breach=28.00% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,stop_w1,0.48,0.38,0.14,0.4583,15.0,52020.65,0.83,0.16,9.0,0.563,False,blowup_prob=38.00% > 15%; consistency_breach=45.83% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_100,dp500_dl300,0.23,0.0,0.77,0.2609,16.0,50044.0,0.7,0.0,12.0,0.562,False,pass_prob=23.00% < 35%; consistency_breach=26.09% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=2.0,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,ny_only_max2,0.35,0.13,0.52,0.6,20.0,50145.09,0.73,0.14,13.0,0.561,False,consistency_breach=60.00% > 15%,daily_loss
exhaustion_reversal_M15_filters[0].min=0.6,topstep_50k,Topstep,eod_trailing,micro_1,stop_l2,0.5,0.45,0.05,0.0,26.5,52929.39,0.74,0.26,9.0,0.555,False,blowup_prob=45.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_100,stop_l2,0.25,0.0,0.75,0.32,20.0,49719.91,0.65,0.0,13.0,0.551,False,pass_prob=25.00% < 35%; consistency_breach=32.00% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_100,stop_l2,0.23,0.0,0.77,0.3043,21.0,49123.01,0.68,0.0,14.5,0.549,False,pass_prob=23.00% < 35%; consistency_breach=30.43% > 15%,none
exhaustion_reversal_M15_filters[0].min=0.6,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,dp500_dl300,0.41,0.26,0.33,0.439,13.0,50906.9,0.75,0.11,10.0,0.549,False,blowup_prob=26.00% > 15%; consistency_breach=43.90% > 15%,daily_loss
