strategy_id,account,firm,drawdown_type,risk_model,daily_rules,pass_probability,blowup_probability,timeout_probability,consistency_breach_rate,median_days_to_pass,median_end_balance,first_payout_probability,blowup_before_payout_probability,median_days_to_payout,prop_score,cert_ok,cert_fails,main_failure_reason
exhaustion_reversal_M15_filters[0].min=0.6,topstep_50k,Topstep,eod_trailing,micro_1,dp500_dl300,0.51,0.47,0.02,0.0,23.0,53019.51,0.73,0.27,9.0,0.546,False,blowup_prob=47.00% > 15%,trailing_dd_eod
exhaustion_reversal_M15_filters[0].min=0.6,topstep_50k,Topstep,eod_trailing,pct_dd_buffer_2pct,dp500_dl300,0.51,0.47,0.02,0.0196,23.0,53017.9,0.73,0.27,9.0,0.543,False,blowup_prob=47.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,pct_dd_buffer_2pct,dp500_dl300,0.19,0.0,0.81,0.1053,33.0,49535.22,0.71,0.0,9.0,0.539,False,pass_prob=19.00% < 35%; median_days=33.0 > 30,none
exhaustion_reversal_M15_filters[0].min=0.6,generic_static_50k,Generic,static,reduce_after_loss,max2,0.5,0.41,0.09,0.2,16.5,52626.72,0.71,0.28,9.0,0.538,False,blowup_prob=41.00% > 15%; consistency_breach=20.00% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,micro_1,stop_l2,0.22,0.0,0.78,0.3182,18.0,49925.5,0.67,0.0,13.0,0.534,False,pass_prob=22.00% < 35%; consistency_breach=31.82% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,pct_dd_buffer_2pct,stop_l2,0.22,0.0,0.78,0.3182,23.0,49947.97,0.67,0.0,13.0,0.534,False,pass_prob=22.00% < 35%; consistency_breach=31.82% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,stop_w1,0.49,0.4,0.11,0.4082,21.0,52385.64,0.75,0.23,7.0,0.525,False,blowup_prob=40.00% > 15%; consistency_breach=40.82% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,pct_dd_buffer_2pct,ny_only_max2,0.18,0.0,0.82,0.1111,29.0,50204.34,0.7,0.0,15.5,0.524,False,pass_prob=18.00% < 35%,none
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,pct_dd_buffer_2pct,max2,0.36,0.25,0.39,0.1944,29.0,50919.62,0.72,0.21,10.5,0.524,False,blowup_prob=25.00% > 15%; consistency_breach=19.44% > 15%,max_loss_static
exhaustion_reversal_M15_filters[0].min=0.6,topstep_50k,Topstep,eod_trailing,dollar_risk_50,dp500_dl300,0.5,0.48,0.02,0.0,23.5,52947.52,0.72,0.28,9.0,0.524,False,blowup_prob=48.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_100,ny_only_max2,0.18,0.0,0.82,0.1667,29.0,50063.85,0.7,0.0,17.0,0.521,False,pass_prob=18.00% < 35%; consistency_breach=16.67% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_100,ny_only_max2,0.2,0.0,0.8,0.4,26.0,50220.35,0.69,0.0,12.0,0.521,False,pass_prob=20.00% < 35%; consistency_breach=40.00% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,micro_1,ny_only_max2,0.18,0.0,0.82,0.1111,29.0,50256.45,0.69,0.0,15.0,0.519,False,pass_prob=18.00% < 35%,none
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_50,ny_only_max2,0.18,0.0,0.82,0.1111,29.0,50230.23,0.69,0.0,15.0,0.519,False,pass_prob=18.00% < 35%,none
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,micro_1,max2,0.36,0.28,0.36,0.1389,31.0,51257.49,0.73,0.21,10.0,0.514,False,blowup_prob=28.00% > 15%; median_days=31.0 > 30,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_100,dp500_dl300,0.16,0.0,0.84,0.0625,35.0,49567.31,0.71,0.0,9.0,0.512,False,pass_prob=16.00% < 35%; median_days=35.0 > 30,none
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,dollar_risk_50,max2,0.36,0.28,0.36,0.1667,31.0,50887.62,0.73,0.21,10.0,0.511,False,blowup_prob=28.00% > 15%; consistency_breach=16.67% > 15%; median_days=31.0 > 30,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,micro_1,ny_only_max2,0.19,0.0,0.81,0.5263,25.0,50277.29,0.7,0.0,11.5,0.51,False,pass_prob=19.00% < 35%; consistency_breach=52.63% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_50,ny_only_max2,0.19,0.0,0.81,0.5263,26.0,50449.86,0.7,0.0,12.0,0.51,False,pass_prob=19.00% < 35%; consistency_breach=52.63% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,pct_dd_buffer_2pct,ny_only_max2,0.19,0.0,0.81,0.5263,26.0,50439.81,0.7,0.0,12.0,0.51,False,pass_prob=19.00% < 35%; consistency_breach=52.63% > 15%,none
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,dollar_risk_100,max2,0.36,0.3,0.34,0.1389,31.0,50731.59,0.75,0.22,10.0,0.51,False,blowup_prob=30.00% > 15%; median_days=31.0 > 30,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,dollar_risk_50,dp500_dl300,0.15,0.0,0.85,0.0667,34.0,49711.54,0.71,0.0,9.0,0.502,False,pass_prob=15.00% < 35%; median_days=34.0 > 30,none
exhaustion_reversal_M15_filters[0].min=0.6,topstep_50k,Topstep,eod_trailing,reduce_after_loss,stop_w1,0.54,0.46,0.0,0.4815,12.0,53067.19,0.72,0.28,8.0,0.5,False,blowup_prob=46.00% > 15%; consistency_breach=48.15% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,micro_1,dp500_dl300,0.15,0.0,0.85,0.0667,34.0,49841.58,0.69,0.0,9.0,0.492,False,pass_prob=15.00% < 35%; median_days=34.0 > 30,none
exhaustion_reversal_M15_filters[0].min=0.6,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,stop_l2,0.29,0.22,0.49,0.3448,19.0,49791.96,0.77,0.08,7.0,0.491,False,pass_prob=29.00% < 35%; blowup_prob=22.00% > 15%; consistency_breach=34.48% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=2.0,generic_static_50k,Generic,static,reduce_after_loss,max2,0.5,0.44,0.06,0.5,16.0,51974.23,0.73,0.27,11.0,0.482,False,blowup_prob=44.00% > 15%; consistency_breach=50.00% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.0,generic_static_50k,Generic,static,reduce_after_loss,ny_only_max2,0.41,0.33,0.26,0.439,24.0,50841.47,0.71,0.21,14.0,0.48,False,blowup_prob=33.00% > 15%; consistency_breach=43.90% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,dollar_risk_50,max2,0.36,0.32,0.32,0.2222,29.0,50085.86,0.7,0.23,15.5,0.462,False,blowup_prob=32.00% > 15%; consistency_breach=22.22% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,micro_1,max2,0.35,0.31,0.34,0.2286,23.0,50159.48,0.7,0.24,13.5,0.459,False,blowup_prob=31.00% > 15%; consistency_breach=22.86% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,pct_dd_buffer_2pct,max2,0.36,0.32,0.32,0.2222,29.0,50148.53,0.69,0.22,15.0,0.457,False,blowup_prob=32.00% > 15%; consistency_breach=22.22% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.0,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,none,0.48,0.36,0.16,0.8542,10.0,50780.58,0.69,0.26,8.0,0.45,False,blowup_prob=36.00% > 15%; consistency_breach=85.42% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,dollar_risk_50,ny_only_max2,0.37,0.42,0.21,0.1351,36.0,50613.45,0.77,0.15,15.0,0.446,False,blowup_prob=42.00% > 15%; median_days=36.0 > 30,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,micro_1,none,0.47,0.53,0.0,0.2766,19.0,50946.19,0.76,0.24,10.0,0.44,False,blowup_prob=53.00% > 15%; consistency_breach=27.66% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,micro_1,ny_only_max2,0.36,0.41,0.23,0.1667,30.0,50693.91,0.77,0.15,15.0,0.44,False,blowup_prob=41.00% > 15%; consistency_breach=16.67% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,micro_1,max2,0.43,0.49,0.08,0.3023,25.0,50390.61,0.78,0.22,13.0,0.438,False,blowup_prob=49.00% > 15%; consistency_breach=30.23% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,pct_dd_buffer_2pct,ny_only_max2,0.36,0.42,0.22,0.1389,33.0,50634.18,0.77,0.15,15.0,0.436,False,blowup_prob=42.00% > 15%; median_days=33.0 > 30,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,pct_dd_buffer_2pct,none,0.47,0.53,0.0,0.2766,19.0,50799.88,0.75,0.25,12.0,0.435,False,blowup_prob=53.00% > 15%; consistency_breach=27.66% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,dollar_risk_50,none,0.47,0.53,0.0,0.2979,19.0,50889.9,0.75,0.25,12.0,0.432,False,blowup_prob=53.00% > 15%; consistency_breach=29.79% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.0,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,stop_l2,0.45,0.33,0.22,0.9111,11.0,50553.33,0.67,0.27,9.0,0.431,False,blowup_prob=33.00% > 15%; consistency_breach=91.11% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,pct_dd_buffer_2pct,ny_only_max2,0.25,0.21,0.54,0.12,33.0,50691.57,0.67,0.21,17.0,0.429,False,pass_prob=25.00% < 35%; blowup_prob=21.00% > 15%; median_days=33.0 > 30,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,micro_1,ny_only_max2,0.22,0.19,0.59,0.0909,34.0,50748.93,0.69,0.2,16.0,0.426,False,pass_prob=22.00% < 35%; blowup_prob=19.00% > 15%; median_days=34.0 > 30,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,dollar_risk_50,ny_only_max2,0.24,0.2,0.56,0.125,34.5,50758.86,0.67,0.21,16.0,0.426,False,pass_prob=24.00% < 35%; blowup_prob=20.00% > 15%; median_days=34.5 > 30,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,dollar_risk_100,max2,0.35,0.33,0.32,0.2,29.0,49808.53,0.65,0.23,13.0,0.423,False,blowup_prob=33.00% > 15%; consistency_breach=20.00% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,pct_dd_buffer_2pct,max2,0.42,0.5,0.08,0.3333,26.0,50369.37,0.78,0.22,13.0,0.418,False,blowup_prob=50.00% > 15%; consistency_breach=33.33% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,micro_1,ny_only_max2,0.28,0.27,0.45,0.1071,28.0,50446.69,0.67,0.2,17.0,0.417,False,pass_prob=28.00% < 35%; blowup_prob=27.00% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,dollar_risk_100,ny_only_max2,0.25,0.22,0.53,0.12,28.0,50371.96,0.64,0.22,14.0,0.407,False,pass_prob=25.00% < 35%; blowup_prob=22.00% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,dollar_risk_50,ny_only_max2,0.26,0.25,0.49,0.1154,39.0,50393.82,0.66,0.21,16.5,0.406,False,pass_prob=26.00% < 35%; blowup_prob=25.00% > 15%; median_days=39.0 > 30,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,pct_dd_buffer_2pct,ny_only_max2,0.24,0.24,0.52,0.0417,38.5,50217.7,0.67,0.21,17.0,0.404,False,pass_prob=24.00% < 35%; blowup_prob=24.00% > 15%; median_days=38.5 > 30,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,dollar_risk_50,max2,0.41,0.51,0.08,0.3415,27.0,50442.0,0.78,0.22,13.0,0.401,False,blowup_prob=51.00% > 15%; consistency_breach=34.15% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,dollar_risk_100,ny_only_max2,0.34,0.44,0.22,0.0882,36.5,50473.68,0.75,0.17,16.0,0.398,False,pass_prob=34.00% < 35%; blowup_prob=44.00% > 15%; median_days=36.5 > 30,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,dollar_risk_100,none,0.46,0.54,0.0,0.3478,18.0,50763.48,0.72,0.28,9.5,0.394,False,blowup_prob=54.00% > 15%; consistency_breach=34.78% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,dollar_risk_100,max2,0.4,0.51,0.09,0.325,27.0,50512.76,0.77,0.23,13.0,0.389,False,blowup_prob=51.00% > 15%; consistency_breach=32.50% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,micro_1,stop_l2,0.43,0.54,0.03,0.3023,18.0,50523.4,0.74,0.26,12.5,0.383,False,blowup_prob=54.00% > 15%; consistency_breach=30.23% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,dollar_risk_100,ny_only_max2,0.23,0.25,0.52,0.087,33.0,49874.32,0.66,0.22,16.0,0.379,False,pass_prob=23.00% < 35%; blowup_prob=25.00% > 15%; median_days=33.0 > 30,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,ny_only_max2,0.28,0.2,0.52,0.8214,15.0,49492.65,0.61,0.17,9.0,0.376,False,pass_prob=28.00% < 35%; blowup_prob=20.00% > 15%; consistency_breach=82.14% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,dollar_risk_50,stop_l2,0.42,0.55,0.03,0.3333,17.5,50445.93,0.75,0.24,11.0,0.368,False,blowup_prob=55.00% > 15%; consistency_breach=33.33% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,micro_1,dp500_dl300,0.34,0.43,0.23,0.0294,31.0,49187.35,0.65,0.31,13.0,0.361,False,pass_prob=34.00% < 35%; blowup_prob=43.00% > 15%; median_days=31.0 > 30,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,dollar_risk_50,dp500_dl300,0.34,0.43,0.23,0.0294,33.0,48917.99,0.65,0.31,12.0,0.361,False,pass_prob=34.00% < 35%; blowup_prob=43.00% > 15%; median_days=33.0 > 30,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,max2,0.32,0.36,0.32,0.625,13.5,49031.49,0.7,0.21,9.5,0.358,False,pass_prob=32.00% < 35%; blowup_prob=36.00% > 15%; consistency_breach=62.50% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,pct_dd_buffer_2pct,stop_l2,0.42,0.55,0.03,0.3333,17.5,50367.95,0.73,0.27,13.0,0.358,False,blowup_prob=55.00% > 15%; consistency_breach=33.33% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,pct_dd_buffer_2pct,dp500_dl300,0.33,0.42,0.25,0.0303,27.0,49162.7,0.64,0.32,12.0,0.353,False,pass_prob=33.00% < 35%; blowup_prob=42.00% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,ny_only_max2,0.27,0.27,0.46,0.6667,14.0,49521.48,0.65,0.14,10.0,0.352,False,pass_prob=27.00% < 35%; blowup_prob=27.00% > 15%; consistency_breach=66.67% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=2.0,generic_static_50k,Generic,static,reduce_after_loss,none,0.51,0.48,0.01,0.6863,11.0,53065.18,0.55,0.44,8.0,0.344,False,blowup_prob=48.00% > 15%; consistency_breach=68.63% > 15%,max_loss_static
exhaustion_reversal_M15_filters[0].min=0.6,generic_static_50k,Generic,static,reduce_after_loss,dp500_dl300,0.44,0.53,0.03,0.3409,14.5,50038.22,0.64,0.36,9.0,0.344,False,blowup_prob=53.00% > 15%; consistency_breach=34.09% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,reduce_after_loss,stop_w1,0.43,0.57,0.0,0.3488,12.0,50312.41,0.7,0.3,9.0,0.336,False,blowup_prob=57.00% > 15%; consistency_breach=34.88% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,dollar_risk_100,dp500_dl300,0.32,0.43,0.25,0.0,26.5,48807.21,0.63,0.33,15.0,0.334,False,pass_prob=32.00% < 35%; blowup_prob=43.00% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,dollar_risk_100,stop_l2,0.4,0.57,0.03,0.325,18.0,50216.97,0.73,0.26,12.0,0.327,False,blowup_prob=57.00% > 15%; consistency_breach=32.50% > 15%,trailing_dd_eod
exhaustion_reversal_M15_filters[0].min=0.6,generic_static_50k,Generic,static,reduce_after_loss,stop_l2,0.35,0.52,0.13,0.1143,19.0,49270.76,0.65,0.35,8.0,0.299,False,blowup_prob=52.00% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.0,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,dp500_dl300,0.23,0.38,0.39,0.2174,14.0,48668.89,0.67,0.27,8.0,0.284,False,pass_prob=23.00% < 35%; blowup_prob=38.00% > 15%; consistency_breach=21.74% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,max2,0.29,0.41,0.3,0.6897,12.0,48562.99,0.66,0.24,10.5,0.273,False,pass_prob=29.00% < 35%; blowup_prob=41.00% > 15%; consistency_breach=68.97% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,micro_1,dp500_dl300,0.26,0.45,0.29,0.0,27.5,48247.79,0.65,0.31,11.0,0.27,False,pass_prob=26.00% < 35%; blowup_prob=45.00% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,reduce_after_loss,stop_w1,0.4,0.6,0.0,0.25,15.5,50441.62,0.63,0.37,9.0,0.265,False,blowup_prob=60.00% > 15%; consistency_breach=25.00% > 15%,daily_loss
exhaustion_reversal_M15_filters[0].min=0.6,topstep_50k,Topstep,eod_trailing,reduce_after_loss,ny_only_max2,0.4,0.58,0.02,0.45,13.5,49958.02,0.65,0.34,11.0,0.265,False,blowup_prob=58.00% > 15%; consistency_breach=45.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.0,generic_static_50k,Generic,static,reduce_after_loss,stop_l2,0.44,0.54,0.02,0.7273,11.0,48957.14,0.58,0.42,10.0,0.256,False,blowup_prob=54.00% > 15%; consistency_breach=72.73% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,micro_1,dp500_dl300,0.31,0.62,0.07,0.0,23.0,49775.03,0.75,0.24,13.0,0.251,False,pass_prob=31.00% < 35%; blowup_prob=62.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,micro_1,stop_l2,0.28,0.47,0.25,0.1786,23.5,48326.3,0.61,0.33,17.0,0.241,False,pass_prob=28.00% < 35%; blowup_prob=47.00% > 15%; consistency_breach=17.86% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,dollar_risk_50,dp500_dl300,0.3,0.62,0.08,0.0,26.0,49732.94,0.75,0.24,13.0,0.241,False,pass_prob=30.00% < 35%; blowup_prob=62.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.0,generic_static_50k,Generic,static,reduce_after_loss,dp500_dl300,0.37,0.58,0.05,0.2162,18.0,48078.96,0.6,0.39,9.0,0.24,False,blowup_prob=58.00% > 15%; consistency_breach=21.62% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,pct_dd_buffer_2pct,dp500_dl300,0.3,0.63,0.07,0.0,26.0,49773.61,0.74,0.25,13.0,0.229,False,pass_prob=30.00% < 35%; blowup_prob=63.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,micro_1,stop_l2,0.26,0.47,0.27,0.1154,31.5,48702.49,0.61,0.37,14.0,0.227,False,pass_prob=26.00% < 35%; blowup_prob=47.00% > 15%; median_days=31.5 > 30,max_loss_static
exhaustion_reversal_M15_filters[0].min=0.6,topstep_50k,Topstep,eod_trailing,reduce_after_loss,max2,0.39,0.61,0.0,0.2308,13.0,49747.35,0.58,0.42,9.0,0.226,False,blowup_prob=61.00% > 15%; consistency_breach=23.08% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,dollar_risk_50,stop_l2,0.25,0.48,0.27,0.08,30.0,48446.95,0.63,0.35,12.0,0.223,False,pass_prob=25.00% < 35%; blowup_prob=48.00% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,reduce_after_loss,ny_only_max2,0.33,0.53,0.14,0.4545,18.0,48899.92,0.61,0.35,13.0,0.219,False,pass_prob=33.00% < 35%; blowup_prob=53.00% > 15%; consistency_breach=45.45% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,dollar_risk_50,stop_l2,0.27,0.49,0.24,0.1852,24.0,48187.38,0.61,0.34,16.0,0.217,False,pass_prob=27.00% < 35%; blowup_prob=49.00% > 15%; consistency_breach=18.52% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,pct_dd_buffer_2pct,stop_l2,0.25,0.45,0.3,0.32,23.0,48205.15,0.61,0.35,16.0,0.216,False,pass_prob=25.00% < 35%; blowup_prob=45.00% > 15%; consistency_breach=32.00% > 15%,max_loss_static
