strategy_id,account,firm,drawdown_type,risk_model,daily_rules,pass_probability,blowup_probability,timeout_probability,consistency_breach_rate,median_days_to_pass,median_end_balance,first_payout_probability,blowup_before_payout_probability,median_days_to_payout,prop_score,cert_ok,cert_fails,main_failure_reason
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,pct_dd_buffer_2pct,stop_l2,0.24,0.47,0.29,0.0833,31.5,48468.98,0.62,0.35,12.5,0.215,False,pass_prob=24.00% < 35%; blowup_prob=47.00% > 15%; median_days=31.5 > 30,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,dp500_dl300,0.23,0.44,0.33,0.4783,12.0,48585.08,0.63,0.25,5.0,0.204,False,pass_prob=23.00% < 35%; blowup_prob=44.00% > 15%; consistency_breach=47.83% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,dollar_risk_50,dp500_dl300,0.21,0.48,0.31,0.0,25.0,47703.71,0.66,0.31,11.5,0.204,False,pass_prob=21.00% < 35%; blowup_prob=48.00% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,pct_dd_buffer_2pct,dp500_dl300,0.18,0.44,0.38,0.0,26.0,48492.84,0.66,0.31,11.0,0.202,False,pass_prob=18.00% < 35%; blowup_prob=44.00% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,dollar_risk_100,dp500_dl300,0.21,0.48,0.31,0.0476,32.0,48138.85,0.66,0.32,12.0,0.201,False,pass_prob=21.00% < 35%; blowup_prob=48.00% > 15%; median_days=32.0 > 30,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,dollar_risk_100,stop_l2,0.26,0.49,0.25,0.1538,27.0,47845.85,0.59,0.35,15.0,0.2,False,pass_prob=26.00% < 35%; blowup_prob=49.00% > 15%; consistency_breach=15.38% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,none,0.31,0.51,0.18,0.6774,11.0,49023.94,0.61,0.33,6.0,0.195,False,pass_prob=31.00% < 35%; blowup_prob=51.00% > 15%; consistency_breach=67.74% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,reduce_after_loss,ny_only_max2,0.35,0.62,0.03,0.5429,19.0,49380.87,0.67,0.32,11.0,0.194,False,blowup_prob=62.00% > 15%; consistency_breach=54.29% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,micro_1,none,0.35,0.64,0.01,0.1143,21.0,49939.29,0.6,0.4,10.0,0.19,False,blowup_prob=64.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,micro_1,none,0.36,0.64,0.0,0.1667,18.0,49559.97,0.59,0.41,10.0,0.189,False,blowup_prob=64.00% > 15%; consistency_breach=16.67% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,pct_dd_buffer_2pct,none,0.35,0.64,0.01,0.1714,18.0,49840.32,0.61,0.39,10.0,0.189,False,blowup_prob=64.00% > 15%; consistency_breach=17.14% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,reduce_after_loss,max2,0.38,0.61,0.01,0.6053,13.0,49521.65,0.61,0.39,11.0,0.189,False,blowup_prob=61.00% > 15%; consistency_breach=60.53% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,dollar_risk_50,none,0.35,0.64,0.01,0.1429,18.0,49843.79,0.6,0.4,10.0,0.187,False,blowup_prob=64.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,reduce_after_loss,ny_only_max2,0.3,0.49,0.21,0.4667,21.0,49162.04,0.54,0.44,14.0,0.185,False,pass_prob=30.00% < 35%; blowup_prob=49.00% > 15%; consistency_breach=46.67% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,dollar_risk_100,dp500_dl300,0.29,0.66,0.05,0.0345,25.0,49670.8,0.72,0.27,10.5,0.185,False,pass_prob=29.00% < 35%; blowup_prob=66.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,pct_dd_buffer_2pct,none,0.35,0.65,0.0,0.1714,21.0,49526.85,0.59,0.41,11.0,0.172,False,blowup_prob=65.00% > 15%; consistency_breach=17.14% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,pct_dd_buffer_2pct,ny_only_max2,0.24,0.52,0.24,0.1667,30.5,49759.21,0.61,0.33,15.0,0.169,False,pass_prob=24.00% < 35%; blowup_prob=52.00% > 15%; consistency_breach=16.67% > 15%; median_days=30.5 > 30,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,dollar_risk_100,stop_l2,0.24,0.51,0.25,0.125,34.0,47499.27,0.59,0.38,15.0,0.169,False,pass_prob=24.00% < 35%; blowup_prob=51.00% > 15%; median_days=34.0 > 30,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,dollar_risk_50,none,0.35,0.65,0.0,0.1714,21.0,49569.61,0.58,0.42,10.5,0.167,False,blowup_prob=65.00% > 15%; consistency_breach=17.14% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,micro_1,ny_only_max2,0.23,0.52,0.25,0.1739,31.0,49947.3,0.62,0.34,15.0,0.164,False,pass_prob=23.00% < 35%; blowup_prob=52.00% > 15%; consistency_breach=17.39% > 15%; median_days=31.0 > 30,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,reduce_after_loss,max2,0.34,0.59,0.07,0.5,15.5,48113.8,0.56,0.44,8.0,0.156,False,pass_prob=34.00% < 35%; blowup_prob=59.00% > 15%; consistency_breach=50.00% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,dollar_risk_50,ny_only_max2,0.23,0.53,0.24,0.1739,32.0,49687.32,0.61,0.33,15.0,0.152,False,pass_prob=23.00% < 35%; blowup_prob=53.00% > 15%; consistency_breach=17.39% > 15%; median_days=32.0 > 30,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,none,0.3,0.5,0.2,0.8,9.5,48683.91,0.54,0.37,7.5,0.148,False,pass_prob=30.00% < 35%; blowup_prob=50.00% > 15%; consistency_breach=80.00% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,dp500_dl300,0.24,0.49,0.27,0.5417,17.5,48404.67,0.58,0.28,10.0,0.148,False,pass_prob=24.00% < 35%; blowup_prob=49.00% > 15%; consistency_breach=54.17% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,dollar_risk_100,ny_only_max2,0.23,0.56,0.21,0.0435,33.0,49493.76,0.61,0.38,15.0,0.14,False,pass_prob=23.00% < 35%; blowup_prob=56.00% > 15%; median_days=33.0 > 30,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,dollar_risk_100,none,0.32,0.67,0.01,0.0625,21.0,49748.23,0.59,0.41,9.0,0.14,False,pass_prob=32.00% < 35%; blowup_prob=67.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,micro_1,ny_only_max2,0.21,0.54,0.25,0.1429,31.0,50065.61,0.61,0.36,13.0,0.128,False,pass_prob=21.00% < 35%; blowup_prob=54.00% > 15%; median_days=31.0 > 30,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,dollar_risk_100,ny_only_max2,0.24,0.57,0.19,0.2083,31.0,49703.02,0.6,0.38,12.0,0.126,False,pass_prob=24.00% < 35%; blowup_prob=57.00% > 15%; consistency_breach=20.83% > 15%; median_days=31.0 > 30,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,micro_1,max2,0.28,0.67,0.05,0.3214,23.5,49633.51,0.68,0.32,16.0,0.124,False,pass_prob=28.00% < 35%; blowup_prob=67.00% > 15%; consistency_breach=32.14% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,reduce_after_loss,max2,0.32,0.6,0.08,0.625,9.0,47479.99,0.56,0.44,12.5,0.12,False,pass_prob=32.00% < 35%; blowup_prob=60.00% > 15%; consistency_breach=62.50% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,pct_dd_buffer_2pct,ny_only_max2,0.21,0.55,0.24,0.1905,31.0,50023.5,0.61,0.36,12.0,0.118,False,pass_prob=21.00% < 35%; blowup_prob=55.00% > 15%; consistency_breach=19.05% > 15%; median_days=31.0 > 30,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,dollar_risk_50,max2,0.28,0.67,0.05,0.3571,19.5,49754.66,0.67,0.33,15.0,0.116,False,pass_prob=28.00% < 35%; blowup_prob=67.00% > 15%; consistency_breach=35.71% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,dollar_risk_50,ny_only_max2,0.21,0.55,0.24,0.1905,31.0,49999.79,0.6,0.36,12.0,0.113,False,pass_prob=21.00% < 35%; blowup_prob=55.00% > 15%; consistency_breach=19.05% > 15%; median_days=31.0 > 30,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,dollar_risk_100,none,0.32,0.68,0.0,0.125,18.5,49203.26,0.56,0.44,11.0,0.112,False,pass_prob=32.00% < 35%; blowup_prob=68.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,dollar_risk_100,max2,0.25,0.66,0.09,0.16,37.0,49509.9,0.65,0.35,10.0,0.101,False,pass_prob=25.00% < 35%; blowup_prob=66.00% > 15%; consistency_breach=16.00% > 15%; median_days=37.0 > 30,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,dollar_risk_50,max2,0.23,0.65,0.12,0.1304,32.0,49576.97,0.65,0.34,8.0,0.091,False,pass_prob=23.00% < 35%; blowup_prob=65.00% > 15%; median_days=32.0 > 30,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,pct_dd_buffer_2pct,max2,0.26,0.69,0.05,0.3462,25.5,49786.02,0.68,0.32,16.0,0.09,False,pass_prob=26.00% < 35%; blowup_prob=69.00% > 15%; consistency_breach=34.62% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,reduce_after_loss,dp500_dl300,0.3,0.67,0.03,0.2333,14.0,47475.84,0.55,0.45,9.0,0.085,False,pass_prob=30.00% < 35%; blowup_prob=67.00% > 15%; consistency_breach=23.33% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,pct_dd_buffer_2pct,max2,0.22,0.65,0.13,0.1364,31.0,49450.92,0.65,0.34,8.0,0.081,False,pass_prob=22.00% < 35%; blowup_prob=65.00% > 15%; median_days=31.0 > 30,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,micro_1,max2,0.22,0.66,0.12,0.0909,31.0,49501.91,0.65,0.34,8.0,0.077,False,pass_prob=22.00% < 35%; blowup_prob=66.00% > 15%; median_days=31.0 > 30,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,stop_l2,0.22,0.48,0.3,0.8636,7.5,48249.7,0.5,0.34,7.0,0.077,False,pass_prob=22.00% < 35%; blowup_prob=48.00% > 15%; consistency_breach=86.36% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,dollar_risk_100,max2,0.27,0.68,0.05,0.4074,14.0,49533.74,0.63,0.36,14.0,0.076,False,pass_prob=27.00% < 35%; blowup_prob=68.00% > 15%; consistency_breach=40.74% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,mffu_50k,MyFundedFutures,intraday_trailing,reduce_after_loss,stop_l2,0.23,0.45,0.32,0.8696,9.0,47845.23,0.43,0.37,7.0,0.07,False,pass_prob=23.00% < 35%; blowup_prob=45.00% > 15%; consistency_breach=86.96% > 15%,daily_loss
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,reduce_after_loss,ny_only_max2,0.31,0.65,0.04,0.7097,11.0,48832.32,0.55,0.45,13.0,0.064,False,pass_prob=31.00% < 35%; blowup_prob=65.00% > 15%; consistency_breach=70.97% > 15%,trailing_dd_eod
exhaustion_reversal_M15_filters[0].min=0.6,topstep_50k,Topstep,eod_trailing,reduce_after_loss,none,0.29,0.71,0.0,0.1379,15.0,49774.0,0.55,0.45,8.0,0.056,False,pass_prob=29.00% < 35%; blowup_prob=71.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,reduce_after_loss,none,0.33,0.67,0.0,0.5455,9.0,47485.44,0.48,0.52,9.5,0.047,False,pass_prob=33.00% < 35%; blowup_prob=67.00% > 15%; consistency_breach=54.55% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,reduce_after_loss,none,0.34,0.65,0.01,0.5882,15.0,48099.45,0.44,0.56,8.0,0.045,False,pass_prob=34.00% < 35%; blowup_prob=65.00% > 15%; consistency_breach=58.82% > 15%,max_loss_static
exhaustion_reversal_M15_filters[0].min=0.6,topstep_50k,Topstep,eod_trailing,reduce_after_loss,dp500_dl300,0.31,0.69,0.0,0.2903,13.0,49522.28,0.49,0.51,8.0,0.045,False,pass_prob=31.00% < 35%; blowup_prob=69.00% > 15%; consistency_breach=29.03% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,reduce_after_loss,none,0.35,0.65,0.0,0.7714,8.0,49407.08,0.45,0.55,8.0,0.039,False,blowup_prob=65.00% > 15%; consistency_breach=77.14% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,pct_dd_buffer_2pct,dp500_dl300,0.26,0.72,0.02,0.0385,17.0,49453.59,0.54,0.46,12.5,0.023,False,pass_prob=26.00% < 35%; blowup_prob=72.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,reduce_after_loss,stop_l2,0.34,0.66,0.0,0.8235,10.0,49107.63,0.44,0.56,9.5,0.014,False,pass_prob=34.00% < 35%; blowup_prob=66.00% > 15%; consistency_breach=82.35% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,micro_1,dp500_dl300,0.26,0.73,0.01,0.0385,17.0,49341.33,0.53,0.47,11.0,0.011,False,pass_prob=26.00% < 35%; blowup_prob=73.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,reduce_after_loss,dp500_dl300,0.25,0.69,0.06,0.32,12.0,47467.72,0.53,0.47,13.0,0.008,False,pass_prob=25.00% < 35%; blowup_prob=69.00% > 15%; consistency_breach=32.00% > 15%,max_loss_static
exhaustion_reversal_M15_filters[0].min=0.6,topstep_50k,Topstep,eod_trailing,reduce_after_loss,stop_l2,0.26,0.74,0.0,0.1923,15.0,49050.97,0.52,0.48,8.0,-0.013,False,pass_prob=26.00% < 35%; blowup_prob=74.00% > 15%; consistency_breach=19.23% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,reduce_after_loss,max2,0.27,0.72,0.01,0.6296,9.0,48880.0,0.51,0.49,9.0,-0.03,False,pass_prob=27.00% < 35%; blowup_prob=72.00% > 15%; consistency_breach=62.96% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,dollar_risk_50,dp500_dl300,0.23,0.76,0.01,0.0,18.0,49395.27,0.54,0.46,11.0,-0.032,False,pass_prob=23.00% < 35%; blowup_prob=76.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,dollar_risk_100,dp500_dl300,0.23,0.76,0.01,0.0435,19.0,49039.51,0.54,0.46,12.5,-0.035,False,pass_prob=23.00% < 35%; blowup_prob=76.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,reduce_after_loss,max2,0.28,0.72,0.0,0.5714,13.0,48738.19,0.43,0.57,8.0,-0.057,False,pass_prob=28.00% < 35%; blowup_prob=72.00% > 15%; consistency_breach=57.14% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,reduce_after_loss,ny_only_max2,0.25,0.72,0.03,0.64,13.0,48818.69,0.48,0.52,13.0,-0.062,False,pass_prob=25.00% < 35%; blowup_prob=72.00% > 15%; consistency_breach=64.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.0,topstep_50k,Topstep,eod_trailing,reduce_after_loss,dp500_dl300,0.23,0.77,0.0,0.2609,13.0,48927.71,0.53,0.47,8.0,-0.062,False,pass_prob=23.00% < 35%; blowup_prob=77.00% > 15%; consistency_breach=26.09% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,micro_1,stop_l2,0.22,0.78,0.0,0.4545,13.5,48819.33,0.52,0.47,14.0,-0.096,False,pass_prob=22.00% < 35%; blowup_prob=78.00% > 15%; consistency_breach=45.45% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,dollar_risk_50,stop_l2,0.21,0.79,0.0,0.4286,15.0,48772.13,0.51,0.48,14.0,-0.115,False,pass_prob=21.00% < 35%; blowup_prob=79.00% > 15%; consistency_breach=42.86% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,pct_dd_buffer_2pct,stop_l2,0.21,0.79,0.0,0.4286,15.0,48783.66,0.51,0.48,14.0,-0.115,False,pass_prob=21.00% < 35%; blowup_prob=79.00% > 15%; consistency_breach=42.86% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,pct_dd_buffer_2pct,dp500_dl300,0.17,0.81,0.02,0.0,26.0,48797.16,0.54,0.46,9.5,-0.127,False,pass_prob=17.00% < 35%; blowup_prob=81.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,reduce_after_loss,dp500_dl300,0.22,0.78,0.0,0.3182,13.0,48684.63,0.44,0.56,8.0,-0.127,False,pass_prob=22.00% < 35%; blowup_prob=78.00% > 15%; consistency_breach=31.82% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,dollar_risk_100,stop_l2,0.2,0.79,0.01,0.35,16.5,48686.93,0.49,0.5,14.0,-0.129,False,pass_prob=20.00% < 35%; blowup_prob=79.00% > 15%; consistency_breach=35.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,micro_1,dp500_dl300,0.17,0.81,0.02,0.0,25.0,48766.34,0.53,0.46,9.0,-0.132,False,pass_prob=17.00% < 35%; blowup_prob=81.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,dollar_risk_50,dp500_dl300,0.16,0.81,0.03,0.0,20.5,48837.75,0.53,0.47,10.0,-0.142,False,pass_prob=16.00% < 35%; blowup_prob=81.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,generic_static_50k,Generic,static,reduce_after_loss,stop_l2,0.22,0.76,0.02,0.5909,15.5,47485.09,0.39,0.61,9.0,-0.156,False,pass_prob=22.00% < 35%; blowup_prob=76.00% > 15%; consistency_breach=59.09% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,reduce_after_loss,dp500_dl300,0.2,0.8,0.0,0.4,9.0,48803.06,0.43,0.57,9.0,-0.169,False,pass_prob=20.00% < 35%; blowup_prob=80.00% > 15%; consistency_breach=40.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,generic_static_50k,Generic,static,reduce_after_loss,stop_l2,0.21,0.77,0.02,0.5238,12.0,47467.38,0.37,0.63,9.0,-0.177,False,pass_prob=21.00% < 35%; blowup_prob=77.00% > 15%; consistency_breach=52.38% > 15%,max_loss_static
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,pct_dd_buffer_2pct,stop_l2,0.15,0.82,0.03,0.0667,33.0,48978.89,0.49,0.51,12.0,-0.182,False,pass_prob=15.00% < 35%; blowup_prob=82.00% > 15%; median_days=33.0 > 30,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,dollar_risk_100,dp500_dl300,0.14,0.82,0.04,0.0,26.5,48893.89,0.5,0.5,10.0,-0.184,False,pass_prob=14.00% < 35%; blowup_prob=82.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,reduce_after_loss,none,0.24,0.76,0.0,0.7083,8.5,48621.46,0.31,0.69,8.0,-0.188,False,pass_prob=24.00% < 35%; blowup_prob=76.00% > 15%; consistency_breach=70.83% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,micro_1,stop_l2,0.14,0.84,0.02,0.1429,28.5,49043.2,0.49,0.51,11.0,-0.209,False,pass_prob=14.00% < 35%; blowup_prob=84.00% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,dollar_risk_50,stop_l2,0.13,0.85,0.02,0.1538,36.0,48967.58,0.51,0.49,11.0,-0.216,False,pass_prob=13.00% < 35%; blowup_prob=85.00% > 15%; consistency_breach=15.38% > 15%; median_days=36.0 > 30,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,dollar_risk_100,stop_l2,0.12,0.86,0.02,0.1667,34.5,48962.06,0.48,0.52,12.0,-0.248,False,pass_prob=12.00% < 35%; blowup_prob=86.00% > 15%; consistency_breach=16.67% > 15%; median_days=34.5 > 30,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,reduce_after_loss,none,0.19,0.81,0.0,0.8421,8.0,48395.86,0.31,0.69,8.0,-0.27,False,pass_prob=19.00% < 35%; blowup_prob=81.00% > 15%; consistency_breach=84.21% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=3.0,topstep_50k,Topstep,eod_trailing,reduce_after_loss,stop_l2,0.18,0.82,0.0,0.8333,7.5,48363.1,0.3,0.7,8.5,-0.289,False,pass_prob=18.00% < 35%; blowup_prob=82.00% > 15%; consistency_breach=83.33% > 15%,trailing_dd_eod
vwap_mean_reversion_M15_filters[0].max_z=2.5,topstep_50k,Topstep,eod_trailing,reduce_after_loss,stop_l2,0.13,0.87,0.0,0.7692,8.0,48385.93,0.25,0.75,8.0,-0.384,False,pass_prob=13.00% < 35%; blowup_prob=87.00% > 15%; consistency_breach=76.92% > 15%,trailing_dd_eod
