champion_id,probe_type,probe_label,spec_id,spec_json,wf_folds,wf_median_sharpe,wf_pct_positive_folds,wf_avg_total_return,ho_trades,ho_trades_per_week,ho_total_return,ho_sharpe_ann,still_certified
body0.5_reg50wit_fib0.382_prev_h4_open,baseline,baseline,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,1.042,0.5926,0.0039,34,3.88,0.0311,3.712,True
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,cost_bps=0.0,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 0.0}",27,2.647,0.6296,0.0143,34,3.88,0.0311,3.712,True
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,cost_bps=0.5,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 0.5}",27,2.141,0.6296,0.0108,34,3.88,0.0311,3.712,True
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,cost_bps=1.0,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.0}",27,1.613,0.6296,0.0073,34,3.88,0.0311,3.712,True
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,cost_bps=2.0,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 2.0}",27,0.471,0.5556,0.0005,34,3.88,0.0311,3.712,True
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,cost_bps=3.0,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 3.0}",27,-0.67,0.4074,-0.0064,34,3.88,0.0311,3.712,False
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,cost_bps=5.0,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 5.0}",27,-2.952,0.3704,-0.0198,34,3.88,0.0311,3.712,False
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,body_atr.min=0.0,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.0, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,-0.377,0.4074,-0.0073,109,12.44,-0.0206,-0.879,False
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,body_atr.min=0.3,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.3, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,-0.974,0.4444,-0.0014,61,6.96,0.0271,2.081,False
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,body_atr.min=0.7,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.7, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,2.372,0.6296,0.0051,20,2.28,0.0456,9.687,False
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,body_atr.min=0.9,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.9, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,1.538,0.5185,0.0004,10,1.14,0.0144,7.912,False
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,body_atr.min=1.2,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 1.2, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,3.764,0.5556,0.0062,6,0.68,0.0079,6.398,False
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,body_atr.atr_n=7,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 7}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.552,0.5185,0.0014,33,3.77,0.0766,10.115,False
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,body_atr.atr_n=10,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 10}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.354,0.5185,0.0011,35,3.99,0.0275,3.256,False
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,body_atr.atr_n=21,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 21}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,-0.042,0.4815,0.0016,35,3.99,0.0482,5.371,False
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,regime.ma_n=20,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 20, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,-0.039,0.4815,0.0038,41,4.68,0.0481,4.877,False
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,regime.ma_n=30,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 30, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.838,0.5185,0.0074,37,4.22,0.041,4.572,False
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,regime.ma_n=80,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 80, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.466,0.5185,0.0002,29,3.31,0.003,0.593,False
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,regime.ma_n=100,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 100, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.804,0.6296,0.0024,28,3.2,-0.0047,-0.458,False
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,regime.ma_n=150,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 150, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,1.209,0.5926,0.0022,21,2.4,0.0035,0.794,False
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,fib_level=0.236,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.236}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,1.042,0.5926,0.0039,43,4.91,-0.0341,-3.07,False
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,fib_level=0.5,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.5}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,1.042,0.5926,0.0039,25,2.85,0.017,2.985,False
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,fib_level=0.618,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.618}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,1.042,0.5926,0.0039,18,2.05,-0.014,-5.774,False
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,fib_level=0.786,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.786}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,1.042,0.5926,0.0039,12,1.37,0.011,7.211,False
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,stop=none,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""none""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,1.042,0.5926,0.0039,34,3.88,-0.0038,-0.029,False
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,stop=prev_h4_extreme,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_extreme""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,1.042,0.5926,0.0039,34,3.88,0.0228,2.73,True
body0.5_reg50wit_fib0.382_prev_h4_open,perturbation,stop=h4_atrx1.0,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""h4_atr"", ""mult"": 1.0, ""atr_n"": 14}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,-0.074,0.4815,0.0022,34,3.88,0.0378,4.586,False
body0.5_reg50wit_fib0.382_prev_h4_open,attribution,drop_body_atr,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,-0.377,0.4074,-0.0073,109,12.44,-0.0206,-0.879,False
body0.5_reg50wit_fib0.382_prev_h4_open,attribution,drop_regime,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.738,0.5185,0.0008,62,7.08,0.0343,2.663,False
body0.5_reg50wit_fib0.382_prev_h4_open,attribution,drop_ALL_filters,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,-1.389,0.2593,-0.033,218,24.88,0.0297,0.831,False
body0.5_reg50wit_fib0.382_prev_h4_open,coverage,coverage_ma_n=30,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 30, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.838,0.5185,0.0074,37,4.22,0.041,4.572,False
body0.5_reg50wit_fib0.382_prev_h4_open,coverage,coverage_ma_n=80,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 80, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.466,0.5185,0.0002,29,3.31,0.003,0.593,False
body0.5_reg50wit_fib0.382_prev_h4_open,coverage,coverage_ma_n=100,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.5, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 100, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,0.804,0.6296,0.0024,28,3.2,-0.0047,-0.458,False
body0.5_reg50wit_fib0.382_prev_h4_open,coverage,coverage_body_atr.min=0.3,body0.5_reg50wit_fib0.382_prev_h4_open,"{""signal"": {""type"": ""prev_color""}, ""filters"": [{""type"": ""body_atr"", ""min"": 0.3, ""atr_n"": 14}, {""type"": ""regime"", ""ma_n"": 50, ""side"": ""with""}], ""entry"": {""type"": ""m15_retrace_fib"", ""level"": 0.382}, ""stop"": {""type"": ""prev_h4_open""}, ""exit"": {""type"": ""h4_close""}, ""cost_model"": ""spread"", ""cost_bps"": 1.5}",27,-0.974,0.4444,-0.0014,61,6.96,0.0271,2.081,False
